iteration,total_runs,obs_realization,par_realization,flux,hds,aguacal_log,aguacal_raw,kenwood_log,ken_raw
0,150,0,0,0,2.65193e+09,1.12164e+09,0,2.32408e+08,0
0,150,1,1,0,2.01524e+09,1.12717e+09,0,2.37601e+08,0
0,150,2,2,0,2.48488e+09,1.06409e+09,0,2.85381e+08,0
0,150,3,3,0,2.40152e+09,1.04587e+09,0,1.73797e+08,0
0,150,4,4,0,2.40151e+13,2.52865e+09,0,1.93658e+08,0
0,150,5,5,0,4.28425e+11,1.09248e+09,0,1.84167e+08,0
0,150,6,6,0,2.52145e+09,9.60989e+08,0,2.08107e+08,0
0,150,7,7,0,2.20025e+09,1.04212e+09,0,1.83774e+08,0
0,150,8,8,0,1.93947e+09,2.44022e+09,0,2.1919e+08,0
0,150,9,9,0,2.46387e+09,1.35558e+09,0,1.70061e+08,0
0,150,10,10,0,2.20439e+09,1.11132e+09,0,1.99631e+08,0
0,150,11,11,0,1.89376e+09,1.01776e+09,0,2.16504e+08,0
0,150,12,12,0,2.20106e+09,9.89535e+08,0,1.90355e+08,0
0,150,13,13,0,2.69511e+09,1.17333e+09,0,2.13574e+08,0
0,150,14,14,0,2.3187e+09,1.01107e+09,0,2.222e+08,0
0,150,15,15,0,2.89691e+09,1.01034e+09,0,2.08352e+08,0
0,150,16,16,0,2.46953e+09,8.16203e+08,0,2.21436e+08,0
0,150,17,17,0,3.25668e+09,1.01209e+09,0,2.4061e+08,0
0,150,18,18,0,3.84489e+09,9.66232e+08,0,2.14143e+08,0
0,150,19,19,0,2.24669e+09,1.30117e+09,0,2.54903e+08,0
0,150,20,20,0,2.75658e+09,1.20936e+09,0,2.09728e+08,0
0,150,21,21,0,2.51355e+09,1.04182e+09,0,2.16541e+08,0
0,150,22,22,0,3.37973e+09,1.0156e+09,0,1.89717e+08,0
0,150,23,23,0,1.96936e+09,1.18437e+09,0,1.93388e+08,0
0,150,24,24,0,1.87116e+09,1.01207e+09,0,1.53787e+08,0
0,150,25,25,0,2.74277e+09,1.22712e+09,0,2.00653e+08,0
0,150,26,26,0,2.0221e+09,9.60107e+08,0,2.12878e+08,0
0,150,27,27,0,2.64264e+09,1.01278e+09,0,2.79372e+08,0
0,150,28,28,0,2.21591e+09,1.10328e+09,0,2.48113e+08,0
0,150,29,29,0,2.08764e+09,1.03914e+09,0,2.08751e+08,0
0,150,30,30,0,1.57481e+15,5.32513e+09,0,2.3563e+08,0
0,150,31,31,0,2.59015e+09,1.28754e+09,0,2.37977e+08,0
0,150,32,32,0,2.64183e+09,1.04157e+09,0,2.60792e+08,0
0,150,33,33,0,2.29204e+09,9.93749e+08,0,1.40999e+08,0
0,150,34,34,0,2.45086e+09,1.27995e+09,0,1.78551e+08,0
0,150,35,35,0,1.912e+09,1.11513e+09,0,2.56637e+08,0
0,150,36,36,0,2.26091e+09,1.13634e+09,0,1.7935e+08,0
0,150,37,37,0,2.16732e+09,9.32558e+08,0,2.05579e+08,0
0,150,38,38,0,2.42073e+09,8.44873e+08,0,1.5722e+08,0
0,150,39,39,0,2.02497e+09,1.03719e+09,0,1.95419e+08,0
0,150,40,40,0,1.73999e+09,9.96178e+08,0,1.63487e+08,0
0,150,41,41,0,2.58036e+09,1.04073e+09,0,2.17683e+08,0
0,150,42,42,0,2.87677e+09,9.5475e+08,0,1.67034e+08,0
0,150,43,43,0,2.63034e+09,9.03983e+08,0,1.55035e+08,0
0,150,44,44,0,2.44039e+09,1.04635e+09,0,2.14435e+08,0
0,150,45,45,0,2.4215e+09,1.12641e+09,0,1.57644e+08,0
0,150,46,46,0,2.17959e+09,1.37793e+09,0,1.90646e+08,0
0,150,47,47,0,1.61579e+09,1.09081e+09,0,1.98019e+08,0
0,150,48,48,0,2.69215e+09,1.35366e+09,0,1.78641e+08,0
0,150,49,49,0,2.10489e+09,1.23621e+09,0,1.91049e+08,0
0,150,50,50,0,3.64879e+09,1.16033e+09,0,1.86687e+08,0
0,150,51,51,0,2.34667e+09,1.03304e+09,0,1.96986e+08,0
0,150,52,52,0,2.18404e+09,1.07665e+09,0,1.41139e+08,0
0,150,53,53,0,2.4164e+09,1.65542e+09,0,1.81554e+08,0
0,150,54,54,0,2.56178e+09,1.01806e+09,0,1.98555e+08,0
0,150,55,55,0,2.79287e+09,1.09884e+09,0,1.78441e+08,0
0,150,56,56,0,2.06704e+09,1.11191e+09,0,2.31499e+08,0
0,150,57,57,0,1.95924e+09,1.06829e+09,0,2.10821e+08,0
0,150,58,58,0,2.74236e+09,1.00018e+09,0,2.09216e+08,0
0,150,59,59,0,2.8576e+09,1.15297e+09,0,1.75999e+08,0
0,150,60,60,0,3.85685e+09,1.0135e+09,0,1.86201e+08,0
0,150,61,61,0,1.90281e+09,1.09019e+09,0,1.9533e+08,0
0,150,62,62,0,2.01997e+09,1.17032e+09,0,2.16212e+08,0
0,150,63,63,0,1.96761e+09,1.06906e+09,0,1.88608e+08,0
0,150,64,64,0,2.07972e+09,9.93696e+08,0,3.12925e+08,0
0,150,65,65,0,2.18595e+09,7.27437e+08,0,1.77694e+08,0
0,150,66,66,0,2.63097e+09,1.05886e+09,0,1.85679e+08,0
0,150,67,67,0,2.62463e+09,1.03016e+09,0,1.85659e+08,0
0,150,68,68,0,2.18937e+09,1.04911e+09,0,2.11062e+08,0
0,150,69,69,0,3.05011e+09,1.08329e+09,0,1.49542e+08,0
0,150,70,70,0,2.40749e+09,1.32733e+09,0,1.74567e+08,0
0,150,71,71,0,1.7617e+09,8.22413e+08,0,1.95484e+08,0
0,150,72,72,0,2.75167e+09,9.74213e+08,0,1.78669e+08,0
0,150,73,73,0,2.44824e+09,1.03447e+09,0,1.49941e+08,0
0,150,74,74,0,2.32346e+09,1.39002e+09,0,1.85447e+08,0
0,150,75,75,0,2.92386e+09,1.16312e+09,0,2.11901e+08,0
0,150,76,76,0,2.68081e+09,1.11007e+09,0,1.78229e+08,0
0,150,77,77,0,2.14038e+09,9.27133e+08,0,2.41412e+08,0
0,150,78,78,0,2.5896e+09,1.02187e+09,0,2.38989e+08,0
0,150,79,79,0,1.96148e+09,1.10675e+09,0,1.93706e+08,0
0,150,80,80,0,2.8573e+09,1.02889e+09,0,2.82129e+08,0
0,150,81,81,0,2.77922e+09,1.12423e+09,0,1.81323e+08,0
0,150,82,82,0,1.78126e+09,1.0571e+09,0,2.0054e+08,0
0,150,83,83,0,2.58398e+09,9.50932e+08,0,2.25955e+08,0
0,150,84,84,0,2.18223e+09,1.1452e+09,0,1.61452e+08,0
0,150,85,85,0,2.39733e+09,9.85535e+08,0,1.99313e+08,0
0,150,86,86,0,2.382e+09,1.26477e+09,0,2.39935e+08,0
0,150,87,87,0,2.10797e+09,1.26189e+09,0,1.98963e+08,0
0,150,88,88,0,2.96597e+09,9.01319e+08,0,1.86191e+08,0
0,150,89,89,0,1.93121e+09,1.03088e+09,0,2.34084e+08,0
0,150,91,91,0,2.91622e+09,1.17042e+09,0,2.39892e+08,0
0,150,92,92,0,2.56317e+09,1.12543e+09,0,2.07155e+08,0
0,150,93,93,0,4.01003e+09,1.01044e+09,0,2.1865e+08,0
0,150,94,94,0,2.70164e+09,1.07753e+09,0,1.6336e+08,0
0,150,95,95,0,2.30985e+09,1.05745e+09,0,2.22067e+08,0
0,150,96,96,0,2.54674e+09,9.87265e+08,0,1.45766e+08,0
0,150,97,97,0,2.41886e+09,1.02618e+09,0,2.35323e+08,0
0,150,98,98,0,1.86133e+09,1.012e+09,0,1.63041e+08,0
0,150,99,99,0,2.18484e+09,1.06389e+09,0,1.43502e+08,0
0,150,100,100,0,2.25497e+09,1.10944e+09,0,2.76808e+08,0
0,150,101,101,0,1.84162e+09,9.95583e+08,0,1.54443e+08,0
0,150,102,102,0,3.34887e+09,1.07183e+09,0,2.20931e+08,0
0,150,103,103,0,2.50171e+09,9.98471e+08,0,1.82541e+08,0
0,150,104,104,0,2.78809e+09,9.43098e+08,0,2.33429e+08,0
0,150,105,105,0,2.19762e+09,1.11485e+09,0,1.76609e+08,0
0,150,106,106,0,2.091e+09,1.04982e+09,0,2.04779e+08,0
0,150,107,107,0,2.59721e+09,1.17991e+09,0,1.74363e+08,0
0,150,108,108,0,2.456e+09,9.01985e+08,0,1.96856e+08,0
0,150,109,109,0,2.47937e+09,8.7272e+08,0,2.0679e+08,0
0,150,110,110,0,2.16635e+09,1.05807e+09,0,2.02111e+08,0
0,150,111,111,0,2.80153e+09,1.19994e+09,0,2.74912e+08,0
0,150,112,112,0,2.99638e+17,4.99607e+09,0,3.09954e+09,0
0,150,113,113,0,2.35945e+09,1.13976e+09,0,2.11675e+08,0
0,150,114,114,0,2.12906e+09,9.96978e+08,0,2.08315e+08,0
0,150,115,115,0,1.99342e+09,8.12879e+08,0,2.03722e+08,0
0,150,116,116,0,2.25177e+09,1.17077e+09,0,1.84459e+08,0
0,150,117,117,0,2.68189e+09,1.0565e+09,0,1.66221e+08,0
0,150,118,118,0,2.27186e+09,1.68813e+09,0,1.84192e+08,0
0,150,119,119,0,2.08195e+09,1.47476e+09,0,2.13335e+08,0
0,150,120,120,0,1.98127e+09,1.11465e+09,0,2.28588e+08,0
0,150,121,121,0,2.50259e+09,1.0286e+09,0,1.68257e+08,0
0,150,122,122,0,1.50981e+10,8.13101e+08,0,2.43294e+08,0
0,150,123,123,0,2.77821e+09,9.18359e+08,0,1.91746e+08,0
0,150,124,124,0,2.83113e+09,1.00638e+09,0,1.8313e+08,0
0,150,125,125,0,2.19521e+09,6.70936e+08,0,2.36929e+08,0
0,150,126,126,0,2.36509e+09,8.86036e+08,0,2.14773e+08,0
0,150,127,127,0,2.04612e+09,1.0987e+09,0,2.49186e+08,0
0,150,128,128,0,2.19273e+09,9.60968e+08,0,2.22796e+08,0
0,150,129,129,0,2.27072e+09,9.76516e+08,0,2.08571e+08,0
0,150,130,130,0,2.57487e+09,1.0739e+09,0,1.80077e+08,0
0,150,131,131,0,1.93234e+09,1.12938e+09,0,1.64674e+08,0
0,150,132,132,0,1.93227e+09,1.1293e+09,0,1.58641e+08,0
0,150,133,133,0,2.45323e+09,1.16039e+09,0,1.4608e+08,0
0,150,134,134,0,1.99667e+09,1.01077e+09,0,1.99243e+08,0
0,150,135,135,0,2.43713e+09,1.10271e+09,0,2.16398e+08,0
0,150,136,136,0,2.01086e+09,1.11146e+09,0,1.66896e+08,0
0,150,137,137,0,2.54392e+09,1.11047e+09,0,1.53244e+08,0
0,150,138,138,0,2.43127e+09,1.04564e+09,0,2.40299e+08,0
0,150,139,139,0,2.37172e+09,2.76052e+09,0,1.81199e+08,0
0,150,140,140,0,2.69597e+09,1.0538e+09,0,1.51257e+08,0
0,150,141,141,0,2.74609e+09,1.01363e+09,0,1.34091e+08,0
0,150,142,142,0,1.97765e+09,1.05376e+09,0,1.40096e+08,0
0,150,143,143,0,2.41661e+09,1.33584e+09,0,2.13457e+08,0
0,150,144,144,0,2.31608e+09,1.08532e+09,0,2.4588e+08,0
0,150,145,145,0,2.33797e+09,9.58251e+08,0,2.04201e+08,0
0,150,146,146,0,2.00951e+09,1.05454e+09,0,2.17061e+08,0
0,150,147,147,0,2.88419e+09,9.81354e+08,0,2.53807e+08,0
0,150,148,148,0,2.78157e+09,1.18173e+09,0,2.08453e+08,0
0,150,base,base,0,5.13768e+09,1.25126e+09,0,2.36871e+08,0
1,331,0,0,0,2.64334e+09,1.00702e+09,0,1.96057e+08,0
1,331,1,1,0,2.01401e+09,1.1255e+09,0,2.37038e+08,0
1,331,2,2,0,2.52581e+09,1.05459e+09,0,2.85358e+08,0
1,331,3,3,0,2.40208e+09,1.11181e+09,0,1.9627e+08,0
1,331,4,4,0,2.23585e+09,1.05177e+09,0,2.0441e+08,0
1,331,5,5,0,2.55408e+13,2.54119e+09,0,1.57426e+08,0
1,331,6,6,0,2.52031e+09,9.60749e+08,0,2.07525e+08,0
1,331,7,7,0,2.19996e+09,1.00907e+09,0,1.62307e+08,0
1,331,8,8,0,1.96968e+09,2.44744e+09,0,1.95698e+08,0
1,331,9,9,0,2.45735e+09,1.35486e+09,0,1.70124e+08,0
1,331,10,10,0,2.20156e+09,1.08545e+09,0,2.00549e+08,0
1,331,11,11,0,1.88997e+09,9.9373e+08,0,2.16511e+08,0
1,331,12,12,0,2.2014e+09,9.89336e+08,0,1.90348e+08,0
1,331,13,13,0,2.69628e+09,1.1414e+09,0,2.13582e+08,0
1,331,14,14,0,2.3165e+09,1.00594e+09,0,2.22187e+08,0
1,331,15,15,0,2.89193e+09,1.00988e+09,0,2.08364e+08,0
1,331,16,16,0,1.1418e+14,7.93883e+08,0,2.5401e+08,0
1,331,17,17,0,3.25319e+09,1.01179e+09,0,2.40627e+08,0
1,331,18,18,0,3.8447e+09,9.28163e+08,0,2.14135e+08,0
1,331,19,19,0,2.24355e+09,1.30026e+09,0,2.54853e+08,0
1,331,20,20,0,2.7456e+09,1.213e+09,0,2.04771e+08,0
1,331,21,21,0,2.50764e+09,1.04024e+09,0,2.16477e+08,0
1,331,22,22,0,3.36866e+09,1.01436e+09,0,1.89402e+08,0
1,331,23,23,0,1.96688e+09,1.26687e+09,0,2.25047e+08,0
1,331,24,24,0,1.87081e+09,1.0068e+09,0,1.52073e+08,0
1,331,25,25,0,2.74e+09,1.22655e+09,0,2.00601e+08,0
1,331,26,26,0,2.02149e+09,9.57623e+08,0,2.11305e+08,0
1,331,27,27,0,2.63897e+09,1.0121e+09,0,2.80842e+08,0
1,331,28,28,0,2.21643e+09,1.10334e+09,0,2.45811e+08,0
1,331,29,29,0,2.08701e+09,1.03423e+09,0,2.08693e+08,0
1,331,30,30,0,2.694e+09,1.09159e+09,0,1.76591e+08,0
1,331,31,31,0,2.58687e+09,1.28647e+09,0,2.37914e+08,0
1,331,32,32,0,2.63685e+09,1.05925e+09,0,2.34767e+08,0
1,331,33,33,0,2.28723e+09,9.94391e+08,0,1.40949e+08,0
1,331,34,34,0,2.44794e+09,1.2658e+09,0,1.78517e+08,0
1,331,35,35,0,1.91191e+09,1.11478e+09,0,2.56726e+08,0
1,331,36,36,0,2.27265e+09,1.199e+09,0,1.76651e+08,0
1,331,37,37,0,2.15955e+09,9.33233e+08,0,2.03823e+08,0
1,331,38,38,0,2.41746e+09,8.53907e+08,0,1.57271e+08,0
1,331,39,39,0,2.02493e+09,1.03043e+09,0,1.9506e+08,0
1,331,40,40,0,1.73961e+09,9.99587e+08,0,1.63422e+08,0
1,331,41,41,0,2.58089e+09,1.02769e+09,0,2.17632e+08,0
1,331,42,42,0,2.87281e+09,1.00372e+09,0,2.10292e+08,0
1,331,43,43,0,2.62494e+09,9.02928e+08,0,1.55054e+08,0
1,331,44,44,0,2.43911e+09,1.04071e+09,0,2.15928e+08,0
1,331,45,45,0,2.41636e+09,1.18569e+09,0,1.56088e+08,0
1,331,46,46,0,2.17976e+09,1.48096e+09,0,1.90683e+08,0
1,331,47,47,0,1.61517e+09,1.08006e+09,0,2.03056e+08,0
1,331,48,48,0,2.68642e+09,1.35295e+09,0,1.78603e+08,0
1,331,49,49,0,2.10303e+09,1.23469e+09,0,1.90944e+08,0
1,331,50,50,0,3.64459e+09,1.15949e+09,0,1.86724e+08,0
1,331,51,51,0,2.34408e+09,1.02566e+09,0,1.7697e+08,0
1,331,52,52,0,2.18287e+09,1.06912e+09,0,1.41063e+08,0
1,331,53,53,0,2.41135e+09,1.64435e+09,0,1.813e+08,0
1,331,54,54,0,2.55989e+09,1.01674e+09,0,1.98252e+08,0
1,331,55,55,0,2.78993e+09,1.09563e+09,0,1.78155e+08,0
1,331,56,56,0,2.06726e+09,1.11008e+09,0,2.31165e+08,0
1,331,57,57,0,1.95877e+09,1.12862e+09,0,2.09581e+08,0
1,331,58,58,0,2.12913e+10,1.04213e+09,0,1.9937e+08,0
1,331,59,59,0,2.8553e+09,1.15266e+09,0,1.76678e+08,0
1,331,60,60,0,3.85525e+09,1.01234e+09,0,1.86264e+08,0
1,331,61,61,0,1.8985e+09,1.10625e+09,0,1.98238e+08,0
1,331,62,62,0,2.0162e+09,1.1356e+09,0,2.98142e+08,0
1,331,63,63,0,1.96244e+09,1.06926e+09,0,1.88753e+08,0
1,331,64,64,0,2.08374e+09,9.95932e+08,0,3.11745e+08,0
1,331,65,65,0,2.20537e+09,7.47918e+08,0,1.75351e+08,0
1,331,67,67,0,2.62299e+09,1.07681e+09,0,1.89546e+08,0
1,331,68,68,0,2.29226e+10,1.47167e+09,0,2.36605e+08,0
1,331,69,69,0,3.05054e+09,1.08189e+09,0,1.4288e+08,0
1,331,70,70,0,2.40852e+09,1.33378e+09,0,1.74612e+08,0
1,331,71,71,0,1.76011e+09,8.46819e+08,0,2.07097e+08,0
1,331,72,72,0,2.74097e+09,9.73854e+08,0,1.78359e+08,0
1,331,73,73,0,2.44816e+09,1.03427e+09,0,1.50054e+08,0
1,331,74,74,0,2.3228e+09,1.38759e+09,0,1.86432e+08,0
1,331,75,75,0,2.91251e+09,1.14326e+09,0,2.07262e+08,0
1,331,76,76,0,2.68032e+09,1.32248e+09,0,1.78908e+08,0
1,331,77,77,0,2.13781e+09,9.26543e+08,0,2.41392e+08,0
1,331,78,78,0,2.57734e+09,1.02181e+09,0,2.39002e+08,0
1,331,79,79,0,1.95249e+09,1.10584e+09,0,1.93668e+08,0
1,331,80,80,0,2.85468e+09,1.03484e+09,0,2.7239e+08,0
1,331,81,81,0,2.77128e+09,1.1012e+09,0,1.81434e+08,0
1,331,82,82,0,1.7813e+09,1.09758e+09,0,2.34114e+08,0
1,331,83,83,0,2.58403e+09,9.36741e+08,0,2.1379e+08,0
1,331,84,84,0,2.18032e+09,1.14457e+09,0,1.61365e+08,0
1,331,85,85,0,2.39749e+09,9.00658e+08,0,2.3622e+08,0
1,331,86,86,0,2.37919e+09,1.31464e+09,0,2.77754e+08,0
1,331,87,87,0,2.1032e+09,1.27907e+09,0,2.01612e+08,0
1,331,88,88,0,2.94811e+09,8.99552e+08,0,1.88222e+08,0
1,331,89,89,0,1.93246e+09,1.03281e+09,0,2.39807e+08,0
1,331,91,91,0,2.91238e+09,1.18595e+09,0,2.39943e+08,0
1,331,92,92,0,2.55996e+09,1.12527e+09,0,2.07476e+08,0
1,331,93,93,0,3.93081e+09,1.1055e+09,0,2.2686e+08,0
1,331,94,94,0,2.69953e+09,1.0769e+09,0,1.63222e+08,0
1,331,95,95,0,2.30628e+09,1.06818e+09,0,2.22199e+08,0
1,331,96,96,0,2.53925e+09,9.93002e+08,0,1.45543e+08,0
1,331,97,97,0,2.41733e+09,1.03339e+09,0,2.36598e+08,0
1,331,98,98,0,1.8655e+09,1.00453e+09,0,1.62969e+08,0
1,331,99,99,0,2.18373e+09,1.06264e+09,0,1.43543e+08,0
1,331,100,100,0,2.25381e+09,1.10959e+09,0,2.76797e+08,0
1,331,101,101,0,1.84191e+09,9.94652e+08,0,1.54745e+08,0
1,331,102,102,0,3.34055e+09,1.09006e+09,0,2.21896e+08,0
1,331,103,103,0,2.50146e+09,9.81314e+08,0,1.86151e+08,0
1,331,104,104,0,2.7863e+09,9.43063e+08,0,2.33487e+08,0
1,331,105,105,0,2.19674e+09,1.11874e+09,0,1.76524e+08,0
1,331,106,106,0,2.08755e+09,1.04927e+09,0,2.04696e+08,0
1,331,107,107,0,2.5881e+09,1.15709e+09,0,1.57633e+08,0
1,331,108,108,0,2.44557e+09,9.01661e+08,0,1.96855e+08,0
1,331,109,109,0,2.47576e+09,8.72914e+08,0,2.06792e+08,0
1,331,110,110,0,2.16088e+09,1.05923e+09,0,2.15565e+08,0
1,331,111,111,0,2.79837e+09,1.17129e+09,0,2.34865e+08,0
1,331,112,112,0,2.77037e+09,1.01933e+09,0,1.59641e+08,0
1,331,113,113,0,2.35801e+09,1.14892e+09,0,2.11344e+08,0
1,331,114,114,0,2.12788e+09,9.97374e+08,0,2.08155e+08,0
1,331,115,115,0,1.98892e+09,8.11152e+08,0,1.91704e+08,0
1,331,116,116,0,2.25006e+09,1.14318e+09,0,1.83168e+08,0
1,331,117,117,0,2.67877e+09,1.01154e+09,0,1.66181e+08,0
1,331,118,118,0,2.27163e+09,1.69124e+09,0,1.77145e+08,0
1,331,119,119,0,2.08199e+09,1.39602e+09,0,2.10503e+08,0
1,331,120,120,0,1.97967e+09,1.13392e+09,0,2.14252e+08,0
1,331,121,121,0,2.50108e+09,1.0221e+09,0,1.68838e+08,0
1,331,122,122,0,1.2895e+10,8.0709e+08,0,2.18777e+08,0
1,331,123,123,0,2.77451e+09,9.18507e+08,0,1.91725e+08,0
1,331,124,124,0,2.82958e+09,1.00614e+09,0,1.83045e+08,0
1,331,125,125,0,2.19763e+09,6.62285e+08,0,2.19838e+08,0
1,331,126,126,0,2.36335e+09,8.85561e+08,0,2.14758e+08,0
1,331,127,127,0,2.04313e+09,1.10757e+09,0,2.5245e+08,0
1,331,128,128,0,2.19206e+09,9.52826e+08,0,2.11199e+08,0
1,331,129,129,0,2.26904e+09,9.72554e+08,0,2.08711e+08,0
1,331,130,130,0,2.57314e+09,1.06381e+09,0,1.67345e+08,0
1,331,131,131,0,1.93216e+09,1.12885e+09,0,1.64685e+08,0
1,331,132,132,0,1.93097e+09,1.08362e+09,0,1.50977e+08,0
1,331,133,133,0,2.45342e+09,1.15539e+09,0,1.46021e+08,0
1,331,134,134,0,1.99576e+09,1.01018e+09,0,1.99227e+08,0
1,331,135,135,0,2.43403e+09,1.10277e+09,0,2.15891e+08,0
1,331,136,136,0,2.00049e+09,1.19413e+09,0,1.58703e+08,0
1,331,137,137,0,2.54327e+09,1.13851e+09,0,1.51358e+08,0
1,331,138,138,0,2.43069e+09,1.04474e+09,0,2.40317e+08,0
1,331,139,139,0,2.37082e+09,2.71076e+09,0,1.84399e+08,0
1,331,140,140,0,2.69473e+09,1.05284e+09,0,1.80014e+08,0
1,331,141,141,0,2.74403e+09,1.00735e+09,0,1.33611e+08,0
1,331,142,142,0,1.97584e+09,1.0547e+09,0,1.41586e+08,0
1,331,143,143,0,2.41494e+09,1.33379e+09,0,2.13437e+08,0
1,331,144,144,0,2.31321e+09,1.08967e+09,0,2.46912e+08,0
1,331,145,145,0,2.33772e+09,9.55945e+08,0,2.04151e+08,0
1,331,146,146,0,2.00901e+09,1.05417e+09,0,2.17086e+08,0
