iteration,total_runs,obs_realization,par_realization,flux,hds,aguacal_log,aguacal_raw,kenwood_log,ken_raw
1,331,147,147,0,2.88092e+09,9.81645e+08,0,2.53765e+08,0
1,331,148,148,0,2.77718e+09,1.1682e+09,0,2.0736e+08,0
1,331,base,base,0,5.12695e+09,1.24639e+09,0,2.37621e+08,0
2,511,0,0,0,2.59921e+09,9.96881e+08,0,2.15825e+08,0
2,511,1,1,0,2.00479e+09,1.13245e+09,0,2.40882e+08,0
2,511,2,2,0,2.39179e+09,1.04732e+09,0,2.85287e+08,0
2,511,3,3,0,2.39727e+09,1.02927e+09,0,1.75428e+08,0
2,511,4,4,0,2.19638e+09,1.04816e+09,0,2.04899e+08,0
2,511,5,5,0,2.07899e+09,1.00243e+09,0,1.48959e+08,0
2,511,6,6,0,2.49834e+09,9.75256e+08,0,2.07752e+08,0
2,511,7,7,0,2.19366e+09,9.8063e+08,0,1.65277e+08,0
2,511,8,8,0,1.94276e+09,2.23451e+09,0,1.89305e+08,0
2,511,9,9,0,2.40888e+09,1.36019e+09,0,1.73423e+08,0
2,511,10,10,0,2.17816e+09,1.04139e+09,0,1.99591e+08,0
2,511,11,11,0,1.88489e+09,1.00037e+09,0,2.16714e+08,0
2,511,12,12,0,2.20212e+09,9.67128e+08,0,1.90137e+08,0
2,511,13,13,0,2.65998e+09,1.12597e+09,0,2.13657e+08,0
2,511,14,14,0,2.30649e+09,1.002e+09,0,2.21725e+08,0
2,511,15,15,0,2.82313e+09,1.00371e+09,0,2.08205e+08,0
2,511,16,16,0,2.57187e+09,1.1221e+09,0,2.3142e+08,0
2,511,17,17,0,3.21682e+09,9.66848e+08,0,2.40723e+08,0
2,511,18,18,0,3.82105e+09,9.42881e+08,0,2.26496e+08,0
2,511,19,19,0,2.21834e+09,1.28879e+09,0,2.53879e+08,0
2,511,20,20,0,2.67793e+09,1.16108e+09,0,2.09895e+08,0
2,511,21,21,0,2.44991e+09,1.03322e+09,0,2.1602e+08,0
2,511,22,22,0,3.2732e+09,1.09718e+09,0,1.98862e+08,0
2,511,23,23,0,1.98586e+09,1.18014e+09,0,1.93504e+08,0
2,511,24,24,0,1.86549e+09,1.00635e+09,0,1.52137e+08,0
2,511,25,25,0,2.7092e+09,1.21993e+09,0,1.99599e+08,0
2,511,26,26,0,2.01598e+09,9.58824e+08,0,2.11993e+08,0
2,511,27,27,0,2.61376e+09,1.0562e+09,0,2.77418e+08,0
2,511,28,28,0,2.19972e+09,1.09875e+09,0,2.4523e+08,0
2,511,29,29,0,2.07761e+09,1.05308e+09,0,2.08359e+08,0
2,511,30,30,0,2.65312e+09,1.08739e+09,0,1.76884e+08,0
2,511,31,31,0,2.54049e+09,1.26804e+09,0,2.37446e+08,0
2,511,32,32,0,2.58068e+09,1.13033e+09,0,2.32564e+08,0
2,511,33,33,0,2.26723e+09,1.01057e+09,0,1.40257e+08,0
2,511,34,34,0,2.43034e+09,1.19571e+09,0,1.78729e+08,0
2,511,35,35,0,1.91177e+09,1.10217e+09,0,2.46714e+08,0
2,511,36,36,0,2.40711e+09,1.09838e+09,0,2.20416e+08,0
2,511,37,37,0,3.31907e+09,9.41983e+08,0,2.03849e+08,0
2,511,38,38,0,2.39378e+09,8.59285e+08,0,1.57229e+08,0
2,511,39,39,0,2.0097e+09,1.02967e+09,0,1.93962e+08,0
2,511,40,40,0,1.73982e+09,1.00307e+09,0,1.668e+08,0
2,511,41,41,0,2.56916e+09,1.01368e+09,0,2.17552e+08,0
2,511,42,42,0,2.8452e+09,9.70607e+08,0,1.68619e+08,0
2,511,43,43,0,2.57549e+09,8.96107e+08,0,1.5496e+08,0
2,511,45,45,0,2.361e+09,1.11678e+09,0,1.57691e+08,0
2,511,46,46,0,2.18517e+09,1.27119e+09,0,1.90613e+08,0
2,511,47,47,0,1.61391e+09,1.12506e+09,0,2.20289e+08,0
2,511,48,48,0,2.64037e+09,1.33973e+09,0,1.7803e+08,0
2,511,49,49,0,2.09106e+09,1.22292e+09,0,1.88432e+08,0
2,511,50,50,0,3.57699e+09,1.13542e+09,0,1.86886e+08,0
2,511,51,51,0,2.31732e+09,1.02952e+09,0,1.67078e+08,0
2,511,52,52,0,2.17429e+09,1.05616e+09,0,1.39962e+08,0
2,511,53,53,0,9.48259e+09,1.69248e+09,0,1.80105e+08,0
2,511,54,54,0,2.53156e+09,1.01035e+09,0,1.97781e+08,0
2,511,55,55,0,2.76192e+09,1.07753e+09,0,1.7642e+08,0
2,511,56,56,0,2.07059e+09,1.10474e+09,0,2.29408e+08,0
2,511,57,57,0,1.95132e+09,1.10917e+09,0,2.05551e+08,0
2,511,58,58,0,2.70796e+09,9.86362e+08,0,2.02047e+08,0
2,511,59,59,0,2.83332e+09,1.14974e+09,0,1.75583e+08,0
2,511,60,60,0,3.83068e+09,9.97717e+08,0,1.86335e+08,0
2,511,61,61,0,1.89177e+09,1.12843e+09,0,1.96052e+08,0
2,511,62,62,0,1.97966e+09,1.24726e+09,0,3.03701e+08,0
2,511,63,63,0,1.93666e+09,1.07147e+09,0,1.8862e+08,0
2,511,64,64,0,2.07536e+09,9.93081e+08,0,3.13228e+08,0
2,511,65,65,0,2.1723e+09,7.17419e+08,0,1.74874e+08,0
2,511,67,67,0,2.58792e+09,1.02975e+09,0,1.86143e+08,0
2,511,68,68,0,2.1322e+09,9.79332e+08,0,2.09238e+08,0
2,511,69,69,0,3.02219e+09,1.06244e+09,0,1.46902e+08,0
2,511,70,70,0,2.40502e+09,1.298e+09,0,1.74834e+08,0
2,511,71,71,0,1.7459e+09,8.26404e+08,0,1.95363e+08,0
2,511,72,72,0,2.65263e+09,9.90052e+08,0,1.74441e+08,0
2,511,73,73,0,2.44441e+09,1.03227e+09,0,1.50335e+08,0
2,511,74,74,0,2.32713e+09,1.33274e+09,0,2.20499e+08,0
2,511,75,75,0,2.87776e+09,1.17129e+09,0,2.07213e+08,0
2,511,76,76,0,2.71319e+09,1.09825e+09,0,1.78438e+08,0
2,511,77,77,0,2.12344e+09,9.18727e+08,0,2.41144e+08,0
2,511,78,78,0,2.47051e+09,1.01208e+09,0,2.38701e+08,0
2,511,79,79,0,1.9532e+09,1.13151e+09,0,1.92486e+08,0
2,511,80,80,0,2.8381e+09,1.00382e+09,0,2.45221e+08,0
2,511,81,81,0,2.71622e+09,1.19159e+09,0,2.36001e+08,0
2,511,82,82,0,1.77651e+09,1.06379e+09,0,2.29084e+08,0
2,511,83,83,0,2.57399e+09,9.33653e+08,0,2.1405e+08,0
2,511,84,84,0,2.16588e+09,1.13769e+09,0,1.6247e+08,0
2,511,85,85,0,2.3821e+09,9.12424e+08,0,1.98134e+08,0
2,511,86,86,0,2.3764e+09,1.26638e+09,0,2.59193e+08,0
2,511,87,87,0,2.08856e+09,1.25485e+09,0,2.0183e+08,0
2,511,88,88,0,2.78548e+09,1.0001e+09,0,1.89244e+08,0
2,511,89,89,0,1.9264e+09,1.03154e+09,0,2.3731e+08,0
2,511,91,91,0,2.8816e+09,1.15908e+09,0,2.39989e+08,0
2,511,92,92,0,2.5335e+09,1.12075e+09,0,2.09168e+08,0
2,511,93,93,0,3.74032e+09,1.0469e+09,0,2.61651e+08,0
2,511,94,94,0,2.67348e+09,1.10916e+09,0,1.80437e+08,0
2,511,95,95,0,2.28141e+09,1.05177e+09,0,2.21546e+08,0
2,511,96,96,0,2.4765e+09,9.91784e+08,0,1.42182e+08,0
2,511,97,97,0,2.40607e+09,1.06788e+09,0,2.26792e+08,0
2,511,98,98,0,1.87657e+09,1.36543e+09,0,2.94098e+08,0
2,511,99,99,0,2.17672e+09,1.0618e+09,0,1.44182e+08,0
2,511,100,100,0,2.23756e+09,1.09944e+09,0,2.76887e+08,0
2,511,101,101,0,1.83938e+09,9.82817e+08,0,1.54883e+08,0
2,511,102,102,0,3.24429e+09,1.08629e+09,0,2.10138e+08,0
2,511,103,103,0,2.49109e+09,9.95961e+08,0,1.82203e+08,0
2,511,104,104,0,2.77308e+09,9.41669e+08,0,2.33626e+08,0
2,511,105,105,0,2.18734e+09,1.16194e+09,0,1.7601e+08,0
2,511,106,106,0,2.07118e+09,1.04009e+09,0,2.04573e+08,0
2,511,107,107,0,2.56988e+09,1.20866e+09,0,1.58436e+08,0
2,511,108,108,0,2.36904e+09,8.85794e+08,0,1.97212e+08,0
2,511,109,109,0,2.44062e+09,8.72545e+08,0,2.05997e+08,0
2,511,110,110,0,2.12733e+09,1.05905e+09,0,2.12727e+08,0
2,511,111,111,0,2.75488e+09,1.17464e+09,0,2.37863e+08,0
2,511,112,112,0,2.71711e+09,1.01699e+09,0,1.60441e+08,0
2,511,113,113,0,2.34758e+09,1.11284e+09,0,2.10164e+08,0
2,511,114,114,0,2.10896e+09,9.95944e+08,0,2.05065e+08,0
2,511,115,115,0,1.96023e+09,8.04986e+08,0,1.91028e+08,0
2,511,116,116,0,2.23004e+09,1.11874e+09,0,1.86066e+08,0
2,511,117,117,0,2.64682e+09,1.00659e+09,0,1.65765e+08,0
2,511,118,118,0,2.26228e+09,1.53744e+09,0,1.75372e+08,0
2,511,119,119,0,2.09342e+09,1.43673e+09,0,2.22106e+08,0
2,511,120,120,0,1.95815e+09,1.05008e+09,0,2.25646e+08,0
2,511,121,121,0,2.49627e+09,1.01199e+09,0,1.79359e+08,0
2,511,122,122,0,4.69903e+09,8.14887e+08,0,2.19163e+08,0
2,511,123,123,0,2.7274e+09,9.14433e+08,0,1.91463e+08,0
2,511,124,124,0,2.79945e+09,1.05684e+09,0,2.21913e+08,0
2,511,125,125,0,2.18403e+09,6.61182e+08,0,2.19045e+08,0
2,511,126,126,0,2.33901e+09,8.76147e+08,0,2.14672e+08,0
2,511,127,127,0,2.02191e+09,1.11707e+09,0,2.50589e+08,0
2,511,128,128,0,2.18779e+09,9.57238e+08,0,2.08605e+08,0
2,511,129,129,0,2.2524e+09,9.4412e+08,0,2.08228e+08,0
2,511,130,130,0,2.56061e+09,1.06988e+09,0,1.67965e+08,0
2,511,131,131,0,1.93033e+09,1.12467e+09,0,1.64806e+08,0
2,511,132,132,0,1.91877e+09,1.07596e+09,0,1.51391e+08,0
2,511,133,133,0,2.4482e+09,1.15232e+09,0,1.4541e+08,0
2,511,134,134,0,1.98503e+09,1.00012e+09,0,1.99226e+08,0
2,511,135,135,0,2.40867e+09,1.09718e+09,0,2.18252e+08,0
2,511,136,136,0,1.97713e+09,1.10096e+09,0,1.57546e+08,0
2,511,137,137,0,2.53238e+09,1.1132e+09,0,1.5368e+08,0
2,511,138,138,0,2.41469e+09,1.03515e+09,0,2.40266e+08,0
2,511,139,139,0,2.40333e+09,2.47918e+09,0,1.84227e+08,0
2,511,140,140,0,2.68032e+09,1.14675e+09,0,2.08204e+08,0
2,511,141,141,0,2.72859e+09,1.00395e+09,0,1.32358e+08,0
2,511,142,142,0,1.97066e+09,1.04514e+09,0,1.40785e+08,0
2,511,143,143,0,2.39224e+09,1.31491e+09,0,2.12598e+08,0
2,511,144,144,0,7.58308e+11,3.10676e+09,0,2.45204e+08,0
2,511,145,145,0,2.33409e+09,1.005e+09,0,2.06431e+08,0
2,511,146,146,0,2.00102e+09,1.04241e+09,0,2.14975e+08,0
2,511,147,147,0,2.83626e+09,9.80526e+08,0,2.53661e+08,0
2,511,148,148,0,2.72235e+09,1.14849e+09,0,2.03818e+08,0
2,511,base,base,0,5.03371e+09,1.23927e+09,0,2.43679e+08,0
3,690,0,0,0,2.25016e+09,8.07098e+08,0,1.74775e+08,0
3,690,1,1,0,1.90481e+09,1.10506e+09,0,2.24889e+08,0
3,690,2,2,0,2.17215e+09,9.95548e+08,0,2.809e+08,0
3,690,3,3,0,2.31503e+09,1.04362e+09,0,2.0097e+08,0
3,690,4,4,0,1.78097e+09,1.01254e+09,0,1.79629e+08,0
3,690,5,5,0,1.83336e+09,8.69627e+08,0,1.41404e+08,0
3,690,6,6,0,2.29833e+09,1.4565e+09,0,1.77953e+08,0
3,690,7,7,0,2.13618e+09,8.30698e+08,0,1.83428e+08,0
3,690,8,8,0,1.95407e+09,9.57465e+08,0,2.00727e+08,0
3,690,9,9,0,2.01755e+09,1.27877e+09,0,1.71929e+08,0
3,690,10,10,0,2.02011e+09,8.52044e+08,0,1.68289e+08,0
3,690,11,11,0,1.8272e+09,1.07631e+09,0,2.14542e+08,0
3,690,12,12,0,2.17333e+09,9.53292e+08,0,1.79894e+08,0
3,690,13,13,0,2.02669e+09,8.3235e+08,0,2.08843e+08,0
3,690,14,14,0,2.2477e+09,9.69985e+08,0,2.13861e+08,0
3,690,15,15,0,2.1481e+09,9.7253e+08,0,2.03839e+08,0
3,690,16,16,0,2.25534e+09,9.684e+08,0,2.31112e+08,0
3,690,17,17,0,2.43251e+09,7.98977e+08,0,2.45815e+08,0
3,690,18,18,0,2.73542e+09,1.16367e+09,0,2.09962e+08,0
3,690,19,19,0,2.03884e+09,1.2235e+09,0,2.44407e+08,0
3,690,20,20,0,2.40691e+09,1.05154e+09,0,2.05671e+08,0
3,690,21,21,0,2.06182e+09,9.89274e+08,0,2.08373e+08,0
3,690,22,22,0,2.56559e+09,8.78875e+08,0,1.63065e+08,0
3,690,23,23,0,1.84098e+09,1.08637e+09,0,1.77956e+08,0
3,690,24,24,0,1.79598e+09,9.85887e+08,0,1.49554e+08,0
3,690,25,25,0,2.39685e+09,1.16739e+09,0,1.88882e+08,0
3,690,26,26,0,1.89707e+09,9.57813e+08,0,2.06388e+08,0
3,690,27,27,0,2.31555e+09,1.09944e+09,0,2.4775e+08,0
3,690,28,28,0,2.03924e+09,1.07215e+09,0,2.34167e+08,0
3,690,29,29,0,1.99241e+09,1.15516e+09,0,2.02892e+08,0
3,690,30,30,0,2.3559e+09,1.01836e+09,0,1.69831e+08,0
3,690,31,31,0,1.99454e+09,1.11286e+09,0,2.32965e+08,0
3,690,32,32,0,1.98898e+09,8.56328e+08,0,2.23223e+08,0
3,690,33,33,0,1.98255e+09,8.91332e+08,0,1.28345e+08,0
3,690,34,34,0,2.16516e+09,9.8399e+08,0,1.73255e+08,0
3,690,35,35,0,1.86578e+09,1.05784e+09,0,2.0046e+08,0
3,690,36,36,0,2.40711e+09,1.09838e+09,0,2.20416e+08,0
3,690,37,37,0,2.09267e+09,9.25686e+08,0,1.90029e+08,0
3,690,38,38,0,2.20836e+09,8.10964e+08,0,1.55338e+08,0
3,690,39,39,0,1.84456e+09,9.97714e+08,0,1.84248e+08,0
3,690,40,40,0,1.64895e+09,8.62177e+08,0,1.54988e+08,0
3,690,41,41,0,2.30015e+09,7.74427e+08,0,2.13523e+08,0
3,690,42,42,0,2.38156e+09,9.18245e+08,0,1.54211e+08,0
3,690,43,43,0,2.26287e+09,1.42565e+09,0,1.55541e+08,0
3,690,45,45,0,1.97925e+09,1.06168e+09,0,1.53557e+08,0
3,690,46,46,0,2.1644e+09,1.21531e+09,0,1.72274e+08,0
3,690,47,47,0,1.63657e+09,1.02817e+09,0,2.29206e+08,0
3,690,48,48,0,2.33904e+09,1.27205e+09,0,1.57449e+08,0
3,690,49,49,0,2.01975e+09,1.2282e+09,0,1.99575e+08,0
3,690,50,50,0,2.83811e+09,9.90183e+08,0,1.81475e+08,0
3,690,51,51,0,1.80678e+09,9.80851e+08,0,1.60901e+08,0
3,690,52,52,0,2.09478e+09,8.88581e+08,0,1.4066e+08,0
3,690,53,53,0,2.21444e+09,9.65249e+08,0,1.9425e+08,0
3,690,54,54,0,2.12899e+09,9.01898e+08,0,1.88215e+08,0
3,690,55,55,0,2.56094e+09,9.838e+08,0,1.39308e+08,0
3,690,56,56,0,2.0861e+09,1.05845e+09,0,2.18642e+08,0
3,690,57,57,0,1.88901e+09,1.10049e+09,0,1.70209e+08,0
3,690,58,58,0,2.26552e+09,9.69766e+08,0,2.01434e+08,0
3,690,59,59,0,2.62134e+09,1.11012e+09,0,1.55726e+08,0
3,690,60,60,0,3.39976e+09,8.60287e+08,0,1.67835e+08,0
3,690,61,61,0,1.87464e+09,1.05192e+09,0,1.83157e+08,0
3,690,62,62,0,1.78313e+09,1.05629e+09,0,2.14254e+08,0
3,690,63,63,0,1.82546e+09,1.06556e+09,0,1.86137e+08,0
3,690,64,64,0,2.00163e+09,9.6766e+08,0,3.02107e+08,0
3,690,65,65,0,2.1723e+09,7.17419e+08,0,1.74874e+08,0
3,690,67,67,0,2.18739e+09,9.83728e+08,0,1.84586e+08,0
3,690,68,68,0,2.1322e+09,9.79332e+08,0,2.09238e+08,0
3,690,69,69,0,2.38887e+09,1.0852e+09,0,1.52307e+08,0
3,690,70,70,0,2.31101e+09,1.12128e+09,0,1.54728e+08,0
3,690,71,71,0,1.64619e+09,8.3357e+08,0,1.94903e+08,0
3,690,72,72,0,2.1452e+09,9.3652e+08,0,1.54404e+08,0
3,690,73,73,0,2.37148e+09,9.95941e+08,0,1.50039e+08,0
3,690,74,74,0,2.27308e+09,8.1889e+08,0,1.47992e+08,0
3,690,75,75,0,2.36826e+09,1.03171e+09,0,1.88863e+08,0
3,690,76,76,0,2.47151e+09,1.03723e+09,0,1.69388e+08,0
3,690,77,77,0,1.9714e+09,8.95342e+08,0,2.38472e+08,0
3,690,78,78,0,1.82457e+09,1.8611e+09,0,2.35045e+08,0
3,690,79,79,0,1.89874e+09,9.38264e+08,0,1.84388e+08,0
3,690,80,80,0,2.43231e+09,9.95561e+08,0,2.51497e+08,0
3,690,81,81,0,2.29485e+09,8.48326e+08,0,1.66082e+08,0
3,690,82,82,0,1.76483e+09,1.09815e+09,0,2.50733e+08,0
3,690,83,83,0,2.34161e+09,8.22029e+08,0,2.06186e+08,0
3,690,84,84,0,2.05997e+09,1.06806e+09,0,1.55999e+08,0
3,690,85,85,0,2.16287e+09,8.78288e+08,0,2.39456e+08,0
3,690,86,86,0,2.3764e+09,1.26638e+09,0,2.59193e+08,0
3,690,87,87,0,2.08856e+09,1.25485e+09,0,2.0183e+08,0
3,690,88,88,0,2.04094e+09,1.15019e+09,0,1.88577e+08,0
3,690,89,89,0,1.85441e+09,9.62145e+08,0,2.28036e+08,0
3,690,91,91,0,2.1659e+09,1.10098e+09,0,2.34068e+08,0
3,690,92,92,0,2.19725e+09,1.08359e+09,0,2.29005e+08,0
3,690,93,93,0,2.07367e+09,9.90739e+08,0,2.08672e+08,0
3,690,94,94,0,2.34627e+09,9.30332e+08,0,1.88881e+08,0
3,690,95,95,0,2.09023e+09,1.01312e+09,0,1.89504e+08,0
3,690,96,96,0,1.95605e+09,1.04638e+09,0,1.37955e+08,0
3,690,97,97,0,2.20573e+09,1.00984e+09,0,2.22361e+08,0
3,690,98,98,0,1.83825e+09,9.29655e+08,0,1.90036e+08,0
3,690,99,99,0,1.98564e+09,1.027e+09,0,1.51302e+08,0
3,690,100,100,0,1.99872e+09,1.04037e+09,0,2.73387e+08,0
3,690,101,101,0,1.79088e+09,9.28444e+08,0,1.47383e+08,0
3,690,102,102,0,2.51477e+09,1.02474e+09,0,2.00559e+08,0
3,690,103,103,0,2.33289e+09,8.74311e+08,0,1.60677e+08,0
3,690,104,104,0,2.43987e+09,9.30411e+08,0,2.28189e+08,0
3,690,105,105,0,2.0541e+09,1.06526e+09,0,1.69495e+08,0
3,690,106,106,0,1.95645e+09,8.71933e+08,0,1.94574e+08,0
3,690,107,107,0,2.38745e+09,1.03945e+09,0,1.76361e+08,0
3,690,108,108,0,1.98494e+09,8.55492e+08,0,1.9158e+08,0
3,690,109,109,0,2.06977e+09,8.84605e+08,0,1.94801e+08,0
3,690,110,110,0,1.86143e+09,1.04549e+09,0,2.00222e+08,0
3,690,111,111,0,2.4359e+09,1.14518e+09,0,2.30757e+08,0
3,690,112,112,0,2.25268e+09,9.55633e+08,0,1.56431e+08,0
3,690,113,113,0,2.11276e+09,9.09757e+08,0,1.91244e+08,0
3,690,114,114,0,1.90928e+09,9.88604e+08,0,1.75682e+08,0
3,690,115,115,0,1.83668e+09,8.02871e+08,0,1.75345e+08,0
3,690,116,116,0,1.96974e+09,1.03958e+09,0,1.9023e+08,0
3,690,117,117,0,2.32037e+09,9.88001e+08,0,1.54464e+08,0
3,690,118,118,0,1.97108e+09,8.74704e+08,0,1.74686e+08,0
3,690,119,119,0,2.14046e+09,9.47574e+08,0,2.09715e+08,0
3,690,120,120,0,1.78886e+09,1.10857e+09,0,2.4981e+08,0
3,690,121,121,0,2.38546e+09,9.51929e+08,0,1.57763e+08,0
3,690,122,122,0,2.1598e+09,9.31637e+08,0,2.16194e+08,0
3,690,123,123,0,2.3542e+09,8.49073e+08,0,1.77724e+08,0
3,690,124,124,0,2.58496e+09,9.95042e+08,0,1.73838e+08,0
3,690,125,125,0,2.03146e+09,6.74968e+08,0,2.3278e+08,0
3,690,126,126,0,2.14772e+09,9.42927e+08,0,2.12112e+08,0
3,690,127,127,0,1.89567e+09,1.57261e+09,0,2.559e+08,0
3,690,128,128,0,2.1421e+09,9.29608e+08,0,1.81133e+08,0
3,690,129,129,0,2.11485e+09,7.16097e+08,0,2.06153e+08,0
3,690,130,130,0,2.3964e+09,1.05495e+09,0,1.56464e+08,0
3,690,131,131,0,1.89653e+09,1.10441e+09,0,1.6289e+08,0
3,690,132,132,0,1.82903e+09,1.0258e+09,0,1.51332e+08,0
3,690,133,133,0,2.31889e+09,1.10013e+09,0,1.39743e+08,0
3,690,134,134,0,1.85671e+09,8.52836e+08,0,1.677e+08,0
3,690,135,135,0,2.12679e+09,1.03804e+09,0,1.98756e+08,0
3,690,136,136,0,1.79538e+09,1.29593e+09,0,1.85847e+08,0
3,690,137,137,0,2.25699e+09,1.21582e+09,0,1.47058e+08,0
3,690,138,138,0,2.24611e+09,9.78084e+08,0,2.41165e+08,0
3,690,139,139,0,2.3786e+09,1.04719e+09,0,1.91826e+08,0
3,690,140,140,0,2.45598e+09,1.07018e+09,0,2.2878e+08,0
3,690,141,141,0,2.5343e+09,9.7714e+08,0,1.19658e+08,0
3,690,142,142,0,1.8786e+09,1.01087e+09,0,1.44235e+08,0
3,690,143,143,0,2.10121e+09,1.19887e+09,0,2.10576e+08,0
3,690,144,144,0,2.41335e+09,1.0616e+09,0,2.15805e+08,0
3,690,145,145,0,2.22693e+09,9.59613e+08,0,2.03664e+08,0
3,690,146,146,0,1.91858e+09,9.13115e+08,0,2.01417e+08,0
3,690,147,147,0,2.37605e+09,9.57905e+08,0,2.47484e+08,0
3,690,148,148,0,2.30369e+09,1.06418e+09,0,1.96626e+08,0
3,690,base,base,0,3.34378e+09,1.13225e+09,0,2.07959e+08,0
